agency_cd,site_no,datetime,cfs,cfs_cd,day_of_year,water_day,year,month
USGS,9503700,5/22/1979,26,A,142,234,1979,5
USGS,9503700,5/23/1979,26,A,143,235,1979,5
USGS,9503700,5/24/1979,26,A,144,236,1979,5
USGS,9503700,5/25/1979,26,A,145,237,1979,5
USGS,9503700,5/26/1979,26,A,146,238,1979,5
USGS,9503700,5/27/1979,26,A,147,239,1979,5
USGS,9503700,5/28/1979,26,A,148,240,1979,5
USGS,9503700,5/29/1979,25,A,149,241,1979,5
USGS,9503700,5/30/1979,25,A,150,242,1979,5
USGS,9503700,5/31/1979,25,A,151,243,1979,5
USGS,9503700,6/1/1979,26,A,152,244,1979,6
USGS,9503700,6/2/1979,27,A,153,245,1979,6
USGS,9503700,6/3/1979,26,A,154,246,1979,6
USGS,9503700,6/4/1979,26,A,155,247,1979,6
USGS,9503700,6/5/1979,25,A,156,248,1979,6
USGS,9503700,6/6/1979,25,A,157,249,1979,6
USGS,9503700,6/7/1979,25,A,158,250,1979,6
USGS,9503700,6/8/1979,25,A,159,251,1979,6
USGS,9503700,6/9/1979,25,A,160,252,1979,6
USGS,9503700,6/10/1979,25,A,161,253,1979,6
USGS,9503700,6/11/1979,25,A,162,254,1979,6
USGS,9503700,6/12/1979,24,A,163,255,1979,6
USGS,9503700,6/13/1979,25,A,164,256,1979,6
USGS,9503700,6/14/1979,24,A,165,257,1979,6
USGS,9503700,6/15/1979,24,A,166,258,1979,6
USGS,9503700,6/16/1979,24,A,167,259,1979,6
USGS,9503700,6/17/1979,24,A,168,260,1979,6
USGS,9503700,6/18/1979,24,A,169,261,1979,6
USGS,9503700,6/19/1979,25,A,170,262,1979,6
USGS,9503700,6/20/1979,25,A,171,263,1979,6
USGS,9503700,6/21/1979,25,A,172,264,1979,6
USGS,9503700,6/22/1979,24,A,173,265,1979,6
USGS,9503700,6/23/1979,24,A,174,266,1979,6
USGS,9503700,6/24/1979,24,A,175,267,1979,6
USGS,9503700,6/25/1979,24,A,176,268,1979,6
USGS,9503700,6/26/1979,24,A,177,269,1979,6
USGS,9503700,6/27/1979,24,A,178,270,1979,6
USGS,9503700,6/28/1979,24,A,179,271,1979,6
USGS,9503700,6/29/1979,25,A,180,272,1979,6
USGS,9503700,6/30/1979,24,A,181,273,1979,6
USGS,9503700,7/1/1979,24,A,182,274,1979,7
USGS,9503700,7/2/1979,24,A,183,275,1979,7
USGS,9503700,7/3/1979,24,A,184,276,1979,7
USGS,9503700,7/4/1979,24,A,185,277,1979,7
USGS,9503700,7/5/1979,24,A,186,278,1979,7
USGS,9503700,7/6/1979,24,A,187,279,1979,7
USGS,9503700,7/7/1979,24,A,188,280,1979,7
USGS,9503700,7/8/1979,24,A,189,281,1979,7
USGS,9503700,7/9/1979,24,A,190,282,1979,7
USGS,9503700,7/10/1979,24,A,191,283,1979,7
USGS,9503700,7/11/1979,24,A,192,284,1979,7
USGS,9503700,7/12/1979,24,A,193,285,1979,7
USGS,9503700,7/13/1979,24,A,194,286,1979,7
USGS,9503700,7/14/1979,24,A,195,287,1979,7
USGS,9503700,7/15/1979,25,A,196,288,1979,7
USGS,9503700,7/16/1979,25,A,197,289,1979,7
USGS,9503700,7/17/1979,25,A,198,290,1979,7
USGS,9503700,7/18/1979,25,A,199,291,1979,7
USGS,9503700,7/19/1979,25,A,200,292,1979,7
USGS,9503700,7/20/1979,73,A,201,293,1979,7
USGS,9503700,7/21/1979,41,A,202,294,1979,7
USGS,9503700,7/22/1979,27,A,203,295,1979,7
USGS,9503700,7/23/1979,26,A,204,296,1979,7
USGS,9503700,7/24/1979,25,A,205,297,1979,7
USGS,9503700,7/25/1979,25,A,206,298,1979,7
USGS,9503700,7/26/1979,25,A,207,299,1979,7
USGS,9503700,7/27/1979,24,A,208,300,1979,7
USGS,9503700,7/28/1979,24,A,209,301,1979,7
USGS,9503700,7/29/1979,24,A,210,302,1979,7
USGS,9503700,7/30/1979,24,A,211,303,1979,7
USGS,9503700,7/31/1979,24,A,212,304,1979,7
USGS,9503700,8/1/1979,24,A,213,305,1979,8
USGS,9503700,8/2/1979,24,A,214,306,1979,8
USGS,9503700,8/3/1979,24,A,215,307,1979,8
USGS,9503700,8/4/1979,24,A,216,308,1979,8
USGS,9503700,8/5/1979,25,A,217,309,1979,8
USGS,9503700,8/6/1979,25,A,218,310,1979,8
USGS,9503700,8/7/1979,25,A,219,311,1979,8
USGS,9503700,8/8/1979,25,A,220,312,1979,8
USGS,9503700,8/9/1979,25,A,221,313,1979,8
USGS,9503700,8/10/1979,24,A,222,314,1979,8
USGS,9503700,8/11/1979,25,A,223,315,1979,8
USGS,9503700,8/12/1979,131,A,224,316,1979,8
USGS,9503700,8/13/1979,81,A,225,317,1979,8
USGS,9503700,8/14/1979,30,A,226,318,1979,8
USGS,9503700,8/15/1979,27,A,227,319,1979,8
USGS,9503700,8/16/1979,54,A,228,320,1979,8
USGS,9503700,8/17/1979,30,A,229,321,1979,8
USGS,9503700,8/18/1979,27,A,230,322,1979,8
USGS,9503700,8/19/1979,29,A,231,323,1979,8
USGS,9503700,8/20/1979,27,A,232,324,1979,8
USGS,9503700,8/21/1979,26,A,233,325,1979,8
USGS,9503700,8/22/1979,25,A,234,326,1979,8
USGS,9503700,8/23/1979,25,A,235,327,1979,8
USGS,9503700,8/24/1979,25,A,236,328,1979,8
USGS,9503700,8/25/1979,25,A,237,329,1979,8
USGS,9503700,8/26/1979,25,A,238,330,1979,8
USGS,9503700,8/27/1979,24,A,239,331,1979,8
USGS,9503700,8/28/1979,24,A,240,332,1979,8
USGS,9503700,8/29/1979,24,A,241,333,1979,8
USGS,9503700,8/30/1979,24,A,242,334,1979,8
USGS,9503700,8/31/1979,24,A,243,335,1979,8
USGS,9503700,9/1/1979,24,A,244,336,1979,9
USGS,9503700,9/2/1979,24,A,245,337,1979,9
USGS,9503700,9/3/1979,24,A,246,338,1979,9
USGS,9503700,9/4/1979,24,A,247,339,1979,9
USGS,9503700,9/5/1979,24,A,248,340,1979,9
USGS,9503700,9/6/1979,24,A,249,341,1979,9
USGS,9503700,9/7/1979,24,A,250,342,1979,9
USGS,9503700,9/8/1979,24,A,251,343,1979,9
USGS,9503700,9/9/1979,24,A,252,344,1979,9
USGS,9503700,9/10/1979,23,A,253,345,1979,9
USGS,9503700,9/11/1979,23,A,254,346,1979,9
USGS,9503700,9/12/1979,23,A,255,347,1979,9
USGS,9503700,9/13/1979,23,A,256,348,1979,9
USGS,9503700,9/14/1979,23,A,257,349,1979,9
USGS,9503700,9/15/1979,23,A,258,350,1979,9
USGS,9503700,9/16/1979,23,A,259,351,1979,9
USGS,9503700,9/17/1979,24,A,260,352,1979,9
USGS,9503700,9/18/1979,23,A,261,353,1979,9
USGS,9503700,9/19/1979,24,A,262,354,1979,9
USGS,9503700,9/20/1979,24,A,263,355,1979,9
USGS,9503700,9/21/1979,24,A,264,356,1979,9
USGS,9503700,9/22/1979,23,A,265,357,1979,9
USGS,9503700,9/23/1979,23,A,266,358,1979,9
USGS,9503700,9/24/1979,23,A,267,359,1979,9
USGS,9503700,9/25/1979,23,A,268,360,1979,9
USGS,9503700,9/26/1979,23,A,269,361,1979,9
USGS,9503700,9/27/1979,23,A,270,362,1979,9
USGS,9503700,9/28/1979,23,A,271,363,1979,9
USGS,9503700,9/29/1979,23,A,272,364,1979,9
USGS,9503700,9/30/1979,23,A,273,365,1979,9
USGS,9503700,10/1/1979,23,A,274,1,1979,10
USGS,9503700,10/2/1979,23,A,275,2,1979,10
USGS,9503700,10/3/1979,24,A,276,3,1979,10
USGS,9503700,10/4/1979,24,A,277,4,1979,10
USGS,9503700,10/5/1979,23,A,278,5,1979,10
USGS,9503700,10/6/1979,23,A,279,6,1979,10
USGS,9503700,10/7/1979,23,A,280,7,1979,10
USGS,9503700,10/8/1979,23,A,281,8,1979,10
USGS,9503700,10/9/1979,23,A,282,9,1979,10
USGS,9503700,10/10/1979,23,A,283,10,1979,10
USGS,9503700,10/11/1979,23,A,284,11,1979,10
USGS,9503700,10/12/1979,23,A,285,12,1979,10
USGS,9503700,10/13/1979,23,A,286,13,1979,10
USGS,9503700,10/14/1979,23,A,287,14,1979,10
USGS,9503700,10/15/1979,23,A,288,15,1979,10
USGS,9503700,10/16/1979,23,A,289,16,1979,10
USGS,9503700,10/17/1979,23,A,290,17,1979,10
USGS,9503700,10/18/1979,23,A,291,18,1979,10
USGS,9503700,10/19/1979,23,A,292,19,1979,10
USGS,9503700,10/20/1979,24,A,293,20,1979,10
USGS,9503700,10/21/1979,24,A,294,21,1979,10
USGS,9503700,10/22/1979,23,A,295,22,1979,10
USGS,9503700,10/23/1979,24,A,296,23,1979,10
USGS,9503700,10/24/1979,24,A,297,24,1979,10
USGS,9503700,10/25/1979,24,A,298,25,1979,10
USGS,9503700,10/26/1979,24,A,299,26,1979,10
USGS,9503700,10/27/1979,24,A,300,27,1979,10
USGS,9503700,10/28/1979,24,A,301,28,1979,10
USGS,9503700,10/29/1979,24,A,302,29,1979,10
USGS,9503700,10/30/1979,24,A,303,30,1979,10
USGS,9503700,10/31/1979,24,A,304,31,1979,10
USGS,9503700,11/1/1979,24,A,305,32,1979,11
USGS,9503700,11/2/1979,25,A,306,33,1979,11
USGS,9503700,11/3/1979,25,A,307,34,1979,11
USGS,9503700,11/4/1979,25,A,308,35,1979,11
USGS,9503700,11/5/1979,25,A,309,36,1979,11
USGS,9503700,11/6/1979,25,A,310,37,1979,11
USGS,9503700,11/7/1979,25,A,311,38,1979,11
USGS,9503700,11/8/1979,25,A,312,39,1979,11
USGS,9503700,11/9/1979,25,A,313,40,1979,11
USGS,9503700,11/10/1979,25,A,314,41,1979,11
USGS,9503700,11/11/1979,25,A,315,42,1979,11
USGS,9503700,11/12/1979,25,A,316,43,1979,11
USGS,9503700,11/13/1979,25,A,317,44,1979,11
USGS,9503700,11/14/1979,25,A,318,45,1979,11
USGS,9503700,11/15/1979,25,A,319,46,1979,11
USGS,9503700,11/16/1979,25,A,320,47,1979,11
USGS,9503700,11/17/1979,25,A,321,48,1979,11
USGS,9503700,11/18/1979,25,A,322,49,1979,11
USGS,9503700,11/19/1979,25,A,323,50,1979,11
USGS,9503700,11/20/1979,25,A,324,51,1979,11
USGS,9503700,11/21/1979,25,A,325,52,1979,11
USGS,9503700,11/22/1979,25,A,326,53,1979,11
USGS,9503700,11/23/1979,25,A,327,54,1979,11
USGS,9503700,11/24/1979,25,A,328,55,1979,11
USGS,9503700,11/25/1979,25,A,329,56,1979,11
USGS,9503700,11/26/1979,25,A,330,57,1979,11
USGS,9503700,11/27/1979,25,A,331,58,1979,11
USGS,9503700,11/28/1979,25,A,332,59,1979,11
USGS,9503700,11/29/1979,25,A,333,60,1979,11
USGS,9503700,11/30/1979,25,A,334,61,1979,11
USGS,9503700,12/1/1979,25,A,335,62,1979,12
USGS,9503700,12/2/1979,25,A,336,63,1979,12
USGS,9503700,12/3/1979,25,A,337,64,1979,12
USGS,9503700,12/4/1979,25,A,338,65,1979,12
USGS,9503700,12/5/1979,25,A,339,66,1979,12
USGS,9503700,12/6/1979,25,A,340,67,1979,12
USGS,9503700,12/7/1979,25,A,341,68,1979,12
USGS,9503700,12/8/1979,25,A,342,69,1979,12
USGS,9503700,12/9/1979,25,A,343,70,1979,12
USGS,9503700,12/10/1979,25,A,344,71,1979,12
USGS,9503700,12/11/1979,25,A,345,72,1979,12
USGS,9503700,12/12/1979,25,A,346,73,1979,12
USGS,9503700,12/13/1979,25,A,347,74,1979,12
USGS,9503700,12/14/1979,25,A,348,75,1979,12
USGS,9503700,12/15/1979,25,A,349,76,1979,12
USGS,9503700,12/16/1979,25,A,350,77,1979,12
USGS,9503700,12/17/1979,25,A,351,78,1979,12
USGS,9503700,12/18/1979,25,A,352,79,1979,12
USGS,9503700,12/19/1979,25,A,353,80,1979,12
USGS,9503700,12/20/1979,25,A,354,81,1979,12
USGS,9503700,12/21/1979,25,A,355,82,1979,12
USGS,9503700,12/22/1979,25,A,356,83,1979,12
USGS,9503700,12/23/1979,25,A,357,84,1979,12
USGS,9503700,12/24/1979,25,A,358,85,1979,12
USGS,9503700,12/25/1979,26,A,359,86,1979,12
USGS,9503700,12/26/1979,27,A,360,87,1979,12
USGS,9503700,12/27/1979,26,A,361,88,1979,12
USGS,9503700,12/28/1979,26,A,362,89,1979,12
USGS,9503700,12/29/1979,26,A,363,90,1979,12
USGS,9503700,12/30/1979,26,A,364,91,1979,12
USGS,9503700,12/31/1979,26,A,365,92,1979,12
USGS,9503700,1/1/1980,26,A,1,93,1980,1
USGS,9503700,1/2/1980,26,A,2,94,1980,1
USGS,9503700,1/3/1980,26,A,3,95,1980,1
USGS,9503700,1/4/1980,26,A,4,96,1980,1
USGS,9503700,1/5/1980,26,A,5,97,1980,1
USGS,9503700,1/6/1980,26,A,6,98,1980,1
USGS,9503700,1/7/1980,26,A,7,99,1980,1
USGS,9503700,1/8/1980,26,A,8,100,1980,1
USGS,9503700,1/9/1980,27,A,9,101,1980,1
USGS,9503700,1/10/1980,27,A,10,102,1980,1
USGS,9503700,1/11/1980,28,A,11,103,1980,1
USGS,9503700,1/12/1980,76,A,12,104,1980,1
USGS,9503700,1/13/1980,57,A,13,105,1980,1
USGS,9503700,1/14/1980,32,A,14,106,1980,1
USGS,9503700,1/15/1980,28,A,15,107,1980,1
USGS,9503700,1/16/1980,25,A,16,108,1980,1
USGS,9503700,1/17/1980,25,A,17,109,1980,1
USGS,9503700,1/18/1980,25,A,18,110,1980,1
USGS,9503700,1/19/1980,27,A,19,111,1980,1
USGS,9503700,1/20/1980,25,A,20,112,1980,1
USGS,9503700,1/21/1980,25,A,21,113,1980,1
USGS,9503700,1/22/1980,25,A,22,114,1980,1
USGS,9503700,1/23/1980,24,A,23,115,1980,1
USGS,9503700,1/24/1980,24,A,24,116,1980,1
USGS,9503700,1/25/1980,25,A,25,117,1980,1
USGS,9503700,1/26/1980,24,A,26,118,1980,1
USGS,9503700,1/27/1980,25,A,27,119,1980,1
USGS,9503700,1/28/1980,25,A,28,120,1980,1
USGS,9503700,1/29/1980,28,A,29,121,1980,1
USGS,9503700,1/30/1980,5030,A,30,122,1980,1
USGS,9503700,1/31/1980,1320,A,31,123,1980,1
USGS,9503700,2/1/1980,395,A,32,124,1980,2
USGS,9503700,2/2/1980,193,A,33,125,1980,2
USGS,9503700,2/3/1980,108,A,34,126,1980,2
USGS,9503700,2/4/1980,73,A,35,127,1980,2
USGS,9503700,2/5/1980,56,A,36,128,1980,2
USGS,9503700,2/6/1980,46,A,37,129,1980,2
USGS,9503700,2/7/1980,40,A,38,130,1980,2
USGS,9503700,2/8/1980,37,A,39,131,1980,2
USGS,9503700,2/9/1980,35,A,40,132,1980,2
USGS,9503700,2/10/1980,35,A,41,133,1980,2
USGS,9503700,2/11/1980,34,A,42,134,1980,2
USGS,9503700,2/12/1980,34,A,43,135,1980,2
USGS,9503700,2/13/1980,34,A,44,136,1980,2
USGS,9503700,2/14/1980,558,A,45,137,1980,2
USGS,9503700,2/15/1980,7450,A,46,138,1980,2
USGS,9503700,2/16/1980,3420,A,47,139,1980,2
USGS,9503700,2/17/1980,1970,A,48,140,1980,2
USGS,9503700,2/18/1980,1500,A,49,141,1980,2
USGS,9503700,2/19/1980,1850,A,50,142,1980,2
USGS,9503700,2/20/1980,7400,A,51,143,1980,2
USGS,9503700,2/21/1980,4430,A,52,144,1980,2
USGS,9503700,2/22/1980,4260,A,53,145,1980,2
USGS,9503700,2/23/1980,1890,A,54,146,1980,2
USGS,9503700,2/24/1980,881,A,55,147,1980,2
USGS,9503700,2/25/1980,541,A,56,148,1980,2
USGS,9503700,2/26/1980,336,A,57,149,1980,2
USGS,9503700,2/27/1980,201,A,58,150,1980,2
USGS,9503700,2/28/1980,128,A,59,151,1980,2
USGS,9503700,2/29/1980,90,A,60,152,1980,2
USGS,9503700,3/1/1980,64,A,61,153,1980,3
USGS,9503700,3/2/1980,51,A,62,154,1980,3
USGS,9503700,3/3/1980,46,A,63,155,1980,3
USGS,9503700,3/4/1980,104,A,64,156,1980,3
USGS,9503700,3/5/1980,113,A,65,157,1980,3
USGS,9503700,3/6/1980,67,A,66,158,1980,3
USGS,9503700,3/7/1980,93,A,67,159,1980,3
USGS,9503700,3/8/1980,103,A,68,160,1980,3
USGS,9503700,3/9/1980,66,A,69,161,1980,3
USGS,9503700,3/10/1980,53,A,70,162,1980,3
USGS,9503700,3/11/1980,53,A,71,163,1980,3
USGS,9503700,3/12/1980,108,A,72,164,1980,3
USGS,9503700,3/13/1980,79,A,73,165,1980,3
USGS,9503700,3/14/1980,57,A,74,166,1980,3
USGS,9503700,3/15/1980,44,A,75,167,1980,3
USGS,9503700,3/16/1980,34,A,76,168,1980,3
USGS,9503700,3/17/1980,26,A,77,169,1980,3
USGS,9503700,3/18/1980,24,A,78,170,1980,3
USGS,9503700,3/19/1980,24,A,79,171,1980,3
USGS,9503700,3/20/1980,24,A,80,172,1980,3
USGS,9503700,3/21/1980,23,A,81,173,1980,3
USGS,9503700,3/22/1980,24,A,82,174,1980,3
USGS,9503700,3/23/1980,24,A,83,175,1980,3
USGS,9503700,3/24/1980,23,A,84,176,1980,3
USGS,9503700,3/25/1980,23,A,85,177,1980,3
USGS,9503700,3/26/1980,24,A,86,178,1980,3
USGS,9503700,3/27/1980,23,A,87,179,1980,3
USGS,9503700,3/28/1980,24,A,88,180,1980,3
USGS,9503700,3/29/1980,23,A,89,181,1980,3
USGS,9503700,3/30/1980,24,A,90,182,1980,3
USGS,9503700,3/31/1980,24,A,91,183,1980,3
USGS,9503700,4/1/1980,25,A,92,184,1980,4
USGS,9503700,4/2/1980,25,A,93,185,1980,4
USGS,9503700,4/3/1980,24,A,94,186,1980,4
USGS,9503700,4/4/1980,24,A,95,187,1980,4
USGS,9503700,4/5/1980,24,A,96,188,1980,4
USGS,9503700,4/6/1980,24,A,97,189,1980,4
USGS,9503700,4/7/1980,24,A,98,190,1980,4
USGS,9503700,4/8/1980,24,A,99,191,1980,4
USGS,9503700,4/9/1980,24,A,100,192,1980,4
USGS,9503700,4/10/1980,24,A,101,193,1980,4
USGS,9503700,4/11/1980,23,A,102,194,1980,4
USGS,9503700,4/12/1980,24,A,103,195,1980,4
USGS,9503700,4/13/1980,24,A,104,196,1980,4
USGS,9503700,4/14/1980,24,A,105,197,1980,4
USGS,9503700,4/15/1980,24,A,106,198,1980,4
USGS,9503700,4/16/1980,24,A,107,199,1980,4
USGS,9503700,4/17/1980,24,A,108,200,1980,4
USGS,9503700,4/18/1980,24,A,109,201,1980,4
USGS,9503700,4/19/1980,24,A,110,202,1980,4
USGS,9503700,4/20/1980,25,A,111,203,1980,4
USGS,9503700,4/21/1980,25,A,112,204,1980,4
USGS,9503700,4/22/1980,26,A,113,205,1980,4
USGS,9503700,4/23/1980,26,A,114,206,1980,4
USGS,9503700,4/24/1980,26,A,115,207,1980,4
USGS,9503700,4/25/1980,26,A,116,208,1980,4
USGS,9503700,4/26/1980,26,A,117,209,1980,4
USGS,9503700,4/27/1980,26,A,118,210,1980,4
USGS,9503700,4/28/1980,26,A,119,211,1980,4
USGS,9503700,4/29/1980,32,A,120,212,1980,4
USGS,9503700,4/30/1980,38,A,121,213,1980,4
USGS,9503700,5/1/1980,32,A,122,214,1980,5
USGS,9503700,5/2/1980,28,A,123,215,1980,5
USGS,9503700,5/3/1980,28,A,124,216,1980,5
USGS,9503700,5/4/1980,28,A,125,217,1980,5
USGS,9503700,5/5/1980,27,A,126,218,1980,5
USGS,9503700,5/6/1980,28,A,127,219,1980,5
USGS,9503700,5/7/1980,28,A,128,220,1980,5
USGS,9503700,5/8/1980,27,A,129,221,1980,5
USGS,9503700,5/9/1980,27,A,130,222,1980,5
USGS,9503700,5/10/1980,27,A,131,223,1980,5
USGS,9503700,5/11/1980,27,A,132,224,1980,5
USGS,9503700,5/12/1980,26,A,133,225,1980,5
USGS,9503700,5/13/1980,27,A,134,226,1980,5
USGS,9503700,5/14/1980,26,A,135,227,1980,5
USGS,9503700,5/15/1980,27,A,136,228,1980,5
USGS,9503700,5/16/1980,26,A,137,229,1980,5
USGS,9503700,5/17/1980,26,A,138,230,1980,5
USGS,9503700,5/18/1980,26,A,139,231,1980,5
USGS,9503700,5/19/1980,26,A,140,232,1980,5
USGS,9503700,5/20/1980,26,A,141,233,1980,5
USGS,9503700,5/21/1980,26,A,142,234,1980,5
USGS,9503700,5/22/1980,26,A,143,235,1980,5
USGS,9503700,5/23/1980,26,A,144,236,1980,5
USGS,9503700,5/24/1980,26,A,145,237,1980,5
USGS,9503700,5/25/1980,26,A,146,238,1980,5
USGS,9503700,5/26/1980,26,A,147,239,1980,5
USGS,9503700,5/27/1980,26,A,148,240,1980,5
USGS,9503700,5/28/1980,26,A,149,241,1980,5
USGS,9503700,5/29/1980,26,A,150,242,1980,5
USGS,9503700,5/30/1980,26,A,151,243,1980,5
USGS,9503700,5/31/1980,26,A,152,244,1980,5
USGS,9503700,6/1/1980,26,A,153,245,1980,6
USGS,9503700,6/2/1980,26,A,154,246,1980,6
USGS,9503700,6/3/1980,27,A,155,247,1980,6
USGS,9503700,6/4/1980,26,A,156,248,1980,6
USGS,9503700,6/5/1980,26,A,157,249,1980,6
USGS,9503700,6/6/1980,26,A,158,250,1980,6
USGS,9503700,6/7/1980,26,A,159,251,1980,6
USGS,9503700,6/8/1980,26,A,160,252,1980,6
USGS,9503700,6/9/1980,26,A,161,253,1980,6
USGS,9503700,6/10/1980,26,A,162,254,1980,6
USGS,9503700,6/11/1980,25,A,163,255,1980,6
USGS,9503700,6/12/1980,25,A,164,256,1980,6
USGS,9503700,6/13/1980,25,A,165,257,1980,6
USGS,9503700,6/14/1980,25,A,166,258,1980,6
USGS,9503700,6/15/1980,26,A,167,259,1980,6
USGS,9503700,6/16/1980,26,A,168,260,1980,6
USGS,9503700,6/17/1980,25,A,169,261,1980,6
USGS,9503700,6/18/1980,25,A,170,262,1980,6
USGS,9503700,6/19/1980,25,A,171,263,1980,6
USGS,9503700,6/20/1980,26,A,172,264,1980,6
USGS,9503700,6/21/1980,26,A,173,265,1980,6
USGS,9503700,6/22/1980,26,A,174,266,1980,6
USGS,9503700,6/23/1980,26,A,175,267,1980,6
USGS,9503700,6/24/1980,26,A,176,268,1980,6
USGS,9503700,6/25/1980,26,A,177,269,1980,6
USGS,9503700,6/26/1980,26,A,178,270,1980,6
USGS,9503700,6/27/1980,26,A,179,271,1980,6
USGS,9503700,6/28/1980,26,A,180,272,1980,6
USGS,9503700,6/29/1980,26,A,181,273,1980,6
USGS,9503700,6/30/1980,26,A,182,274,1980,6
USGS,9503700,7/1/1980,27,A,183,275,1980,7
USGS,9503700,7/2/1980,26,A,184,276,1980,7
USGS,9503700,7/3/1980,25,A,185,277,1980,7
USGS,9503700,7/4/1980,25,A,186,278,1980,7
USGS,9503700,7/5/1980,25,A,187,279,1980,7
USGS,9503700,7/6/1980,25,A,188,280,1980,7
USGS,9503700,7/7/1980,26,A,189,281,1980,7
USGS,9503700,7/8/1980,26,A,190,282,1980,7
USGS,9503700,7/9/1980,26,A,191,283,1980,7
USGS,9503700,7/10/1980,26,A,192,284,1980,7
USGS,9503700,7/11/1980,26,A,193,285,1980,7
USGS,9503700,7/12/1980,26,A,194,286,1980,7
USGS,9503700,7/13/1980,28,A,195,287,1980,7
USGS,9503700,7/14/1980,26,A,196,288,1980,7
USGS,9503700,7/15/1980,26,A,197,289,1980,7
USGS,9503700,7/16/1980,26,A,198,290,1980,7
USGS,9503700,7/17/1980,26,A,199,291,1980,7
USGS,9503700,7/18/1980,26,A,200,292,1980,7
USGS,9503700,7/19/1980,26,A,201,293,1980,7
USGS,9503700,7/20/1980,26,A,202,294,1980,7
USGS,9503700,7/21/1980,26,A,203,295,1980,7
USGS,9503700,7/22/1980,26,A,204,296,1980,7
USGS,9503700,7/23/1980,26,A,205,297,1980,7
USGS,9503700,7/24/1980,26,A,206,298,1980,7
USGS,9503700,7/25/1980,28,A,207,299,1980,7
USGS,9503700,7/26/1980,33,A,208,300,1980,7
USGS,9503700,7/27/1980,27,A,209,301,1980,7
USGS,9503700,7/28/1980,27,A,210,302,1980,7
USGS,9503700,7/29/1980,26,A,211,303,1980,7
USGS,9503700,7/30/1980,26,A,212,304,1980,7
USGS,9503700,7/31/1980,26,A,213,305,1980,7
USGS,9503700,8/1/1980,26,A,214,306,1980,8
USGS,9503700,8/2/1980,27,A,215,307,1980,8
USGS,9503700,8/3/1980,26,A,216,308,1980,8
USGS,9503700,8/4/1980,26,A,217,309,1980,8
USGS,9503700,8/5/1980,25,A,218,310,1980,8
USGS,9503700,8/6/1980,25,A,219,311,1980,8
USGS,9503700,8/7/1980,25,A,220,312,1980,8
USGS,9503700,8/8/1980,25,A,221,313,1980,8
USGS,9503700,8/9/1980,25,A,222,314,1980,8
USGS,9503700,8/10/1980,25,A,223,315,1980,8
USGS,9503700,8/11/1980,25,A,224,316,1980,8
USGS,9503700,8/12/1980,26,A,225,317,1980,8
USGS,9503700,8/13/1980,26,A,226,318,1980,8
USGS,9503700,8/14/1980,26,A,227,319,1980,8
USGS,9503700,8/15/1980,26,A,228,320,1980,8
USGS,9503700,8/16/1980,26,A,229,321,1980,8
USGS,9503700,8/17/1980,26,A,230,322,1980,8
USGS,9503700,8/18/1980,26,A,231,323,1980,8
USGS,9503700,8/19/1980,26,A,232,324,1980,8
USGS,9503700,8/20/1980,26,A,233,325,1980,8
USGS,9503700,8/21/1980,26,A,234,326,1980,8
USGS,9503700,8/22/1980,26,A,235,327,1980,8
USGS,9503700,8/23/1980,27,A,236,328,1980,8
USGS,9503700,8/24/1980,30,A,237,329,1980,8
USGS,9503700,8/25/1980,27,A,238,330,1980,8
USGS,9503700,8/26/1980,26,A,239,331,1980,8
USGS,9503700,8/27/1980,26,A,240,332,1980,8
USGS,9503700,8/28/1980,26,A,241,333,1980,8
USGS,9503700,8/29/1980,26,A,242,334,1980,8
USGS,9503700,8/30/1980,26,A,243,335,1980,8
USGS,9503700,8/31/1980,26,A,244,336,1980,8
USGS,9503700,9/1/1980,26,A,245,337,1980,9
USGS,9503700,9/2/1980,26,A,246,338,1980,9
USGS,9503700,9/3/1980,26,A,247,339,1980,9
USGS,9503700,9/4/1980,26,A,248,340,1980,9
USGS,9503700,9/5/1980,26,A,249,341,1980,9
USGS,9503700,9/6/1980,26,A,250,342,1980,9
USGS,9503700,9/7/1980,26,A,251,343,1980,9
USGS,9503700,9/8/1980,26,A,252,344,1980,9
USGS,9503700,9/9/1980,26,A,253,345,1980,9
USGS,9503700,9/10/1980,27,A,254,346,1980,9
USGS,9503700,9/11/1980,26,A,255,347,1980,9
USGS,9503700,9/12/1980,26,A,256,348,1980,9
USGS,9503700,9/13/1980,25,A,257,349,1980,9
USGS,9503700,9/14/1980,25,A,258,350,1980,9
USGS,9503700,9/15/1980,25,A,259,351,1980,9
USGS,9503700,9/16/1980,25,A,260,352,1980,9
USGS,9503700,9/17/1980,25,A,261,353,1980,9
USGS,9503700,9/18/1980,25,A,262,354,1980,9
USGS,9503700,9/19/1980,25,A,263,355,1980,9
USGS,9503700,9/20/1980,25,A,264,356,1980,9
USGS,9503700,9/21/1980,25,A,265,357,1980,9
USGS,9503700,9/22/1980,24,A,266,358,1980,9
USGS,9503700,9/23/1980,25,A,267,359,1980,9
USGS,9503700,9/24/1980,25,A,268,360,1980,9
USGS,9503700,9/25/1980,25,A,269,361,1980,9
USGS,9503700,9/26/1980,25,A,270,362,1980,9
USGS,9503700,9/27/1980,24,A,271,363,1980,9
USGS,9503700,9/28/1980,24,A,272,364,1980,9
USGS,9503700,9/29/1980,23,A,273,365,1980,9
USGS,9503700,9/30/1980,23,A,274,366,1980,9
